blocks,axes
"[[-59250.602671630426, 58503.43293899635, 56058.524798296654, -156.36334625036463, 200.00000000006185, 159.06762511615904], [-59130.88555378492, 59853.09030854897, 56035.74086986742, -155.11350526511035, 180.00000001136183, 159.0453307792033]]","(1:1:12,)"
"[[-60032.419402882246, 59503.43293899666, 56853.86292387745, -154.50100546943696, 200.0000000016998, 159.02671689868964], [-59906.45308011048, 60753.09030860578, 56830.96752376344, -153.9542800886014, 180.00000001833163, 159.00833832629635]]","(1:1:12,)"
"[[-60804.92443022943, 60503.43293900516, 57648.9965083709, -152.99320080881085, 200.0000000011595, 158.9858398710179], [-60676.22448055349, 61653.090308697436, 57626.009215394915, -152.9739103965817, 180.00000002940817, 158.97112670316824]]","(1:1:12,)"
"[[-61569.89043427349, 61503.432939010956, 58443.92570772599, -151.78700994916437, 200.0000000000857, 158.94519689696932], [-61441.09403253639, 62553.090308844476, 58420.86484891076, -152.14593030296396, 180.00000001621314, 158.9337973905627]]","(1:1:12,)"
"[[-62328.82548401931, 62503.432939011385, 59238.651692210835, -150.81923006218193, 200.00000001392272, 158.9048776732087], [-62201.82368405121, 63453.090308925544, 59215.53383586357, -151.4387337073499, 180.000000126926, 158.89639528633572]]","(1:1:12,)"
"[[-63082.92163433022, 63503.432939081, 60033.17608057688, -150.05534730378233, 199.99999997030795, 158.86495452454128], [-62959.01735258796, 64353.090309560175, 60010.01581229525, -150.83505904373584, 179.99999979414244, 158.85895660310788]]","(1:1:12,)"
"[[-63833.19837084913, 64503.43293893254, 60827.500853199585, -149.44845683991443, 200.00000005572028, 158.82541408946147], [-63713.19264780664, 65253.09030853089, 60804.31059531079, -150.31144928843327, 180.00000052332075, 158.82147471103647]]","(1:1:12,)"
"[[-64580.440655048704, 65503.43293921115, 61621.62792364689, -148.9510540473045, 200.0000000215102, 158.7861775346309], [-64464.7498942488, 66153.09031114749, 61598.41796886597, -149.8441475668867, 180.00000011705475, 158.78391024505447]]","(1:1:12,)"
"[[-65325.195925285225, 66503.43293931869, 62415.55881132004, -148.54018406445212, 198.62452698561626, 158.74721346868034], [-65213.970632083234, 67053.09031173277, 62392.33752009124, -149.42078178636137, 179.57127705419086, 158.74624756177317]]","(1:1:12,)"
"[[-66067.89684560748, 67496.55557424677, 63209.294878663444, -148.193854952263, 195.9902073254017, 158.70843224478557], [-65961.07454101504, 67950.94669700372, 63186.06875790011, -149.0294639083366, 178.51238173343435, 158.70844189076826]]","(1:1:12,)"
"[[-66808.8661203688, 68476.50661087378, 64002.837039887374, -147.89132197543736, 192.65458570094603, 158.6697155658044], [-66706.22186055672, 68843.50860567088, 63979.610967353954, -148.65982220862247, 177.1020857200634, 158.67043413715078]]","(1:1:12,)"
"[[-67548.32273024599, 69439.7795393785, 64796.18561771639, -147.61924982966485, 188.94751258204542, 158.6310037023494], [-67449.52097159984, 69729.0190342712, 64772.96313803971, -148.30518967918275, 175.50531348642681, 158.632194490597]]","(1:1:12,)"
"[[-68286.41897939431, 70384.51710228874, 65589.34063622814, -147.36362915919358, 185.17474329814453, 158.59220551847585], [-68191.04691999574, 70606.54560170333, 65566.1241104927, -147.95856228691454, 173.87494193691063, 158.59367743819868]]","(1:1:12,)"
"[[-69023.23712519028, 71310.39081877946, 66382.30166382052, -147.11291372594278, 181.56306865063124, 158.55322297506345], [-68930.83973143031, 71475.92031138788, 66359.0924976837, -147.61416755820193, 172.32436571408616, 158.55483401615018]]","(1:1:12,)"
"[[-69758.80169381999, 72218.20616203261, 67175.06777869583, -146.8580657429977, 178.2542988155095, 158.51400447036494], [-69668.91056922132, 72337.5421399583, 67151.86666776445, -147.26748724566716, 170.92448915005554, 158.51563848002695]]","(1:1:12,)"
"[[-70493.09202253497, 73109.47765611016, 67967.63780104765, -146.59230994882193, 175.3416020494445, 158.4744855792537], [-70405.24800544966, 73192.16458570858, 67944.44486016459, -146.9151343652691, 169.72189561946934, 158.4760586744047]]","(1:1:12,)"
"[[-71226.05357227908, 73986.18566635739, 68760.01022894391, -146.31186157317273, 172.8610731670495, 158.434604607335], [-71139.823677276, 74040.77406380593, 68736.82515353661, -146.55521717926092, 168.73463177817558, 158.4360638099162]]","(1:1:12,)"
"[[-71957.61288014494, 74850.49103219263, 69552.18325198059, -146.01245804096433, 170.84223993581017, 158.3943291748313], [-71872.5997631723, 74884.4472226968, 69529.0054725862, -146.18560504812, 167.97746076068148, 158.39563775519434]]","(1:1:12,)"
"[[-72687.67517034976, 75704.70223187168, 70344.15489785475, -145.69269561111958, 169.27147933569938, 158.35362402348184], [-72603.5277884129, 75724.33452650021, 70320.98366136217, -145.80559674997167, 167.44357030996576, 158.35476294032114]]","(1:1:12,)"
"[[-73416.13864840535, 76551.05962855017, 71135.92301797216, -145.3534788353895, 168.1033353134322, 158.31245887659313], [-73332.55577216276, 76561.55237805004, 71112.75747606378, -145.41564520999705, 167.11023165460833, 158.313424286853]]","(1:1:12,)"
"[[-74142.9060425823, 77391.57630511733, 71927.48531235513, -144.99396662005623, 167.3168347141982, 158.27081893108863], [-74059.63399821274, 77397.10353632308, 71904.32459749804, -145.01533053128296, 166.96695747465597, 158.27161445384556]]","(1:1:12,)"
"[[-74867.87587568258, 78228.16047868831, 72718.83940701057, -144.61560188569956, 166.86283501922316, 158.2286902632806], [-74784.71065086915, 78231.93832369636, 72695.68266976727, -144.6053748247028, 166.9891757704082, 158.22932654073915]]","(1:1:12,)"
"[[-75590.95388511108, 79062.47465378443, 73509.98285832697, -144.22115383010018, 166.67927052095305, 158.18606276768705], [-75507.73752499267, 79066.8842025484, 73486.82930247096, -144.18716334036588, 167.14585295001027, 158.1865555567673]]","(1:1:12,)"
"[[-76312.05965426158, 79895.87100638919, 74300.91317216541, -143.81152418518477, 166.73273076853363, 158.14293333879783], [-76228.6733416945, 79902.61346729846, 74277.76208025479, -143.7611475960899, 167.4202830521956, 158.14330001183956]]","(1:1:12,)"
"[[-77031.11727518751, 80729.53466023186, 75091.62783885941, -143.38900006162106, 166.9756413405812, 158.09930008612073], [-76947.47907967496, 80739.71488255943, 75068.47858031398, -143.32847179969465, 167.78867813267294, 158.09955902406426]]","(1:1:12,)"
"[[-77748.06227549561, 81564.41286693477, 75882.12433929, -142.95638816091574, 167.35839345427024, 158.05516285600638], [-77664.12143867344, 81578.6582732228, 75858.9763754343, -142.89053995504995, 168.22623306867266, 158.05533258066106]]","(1:1:12,)"
"[[-78462.84421630019, 82401.20483420612, 76672.40015357004, -142.5150632667669, 167.85298710268955, 158.0105245532055], [-78378.57413844869, 82419.78943856616, 76649.2530383376, -142.44804010774908, 168.71894712762622, 158.01062219873887]]","(1:1:12,)"
"[[-79175.41953263403, 83240.46976971957, 77462.45277633607, -142.06701618138646, 168.42669979127882, 157.96538826269932], [-79090.81433898743, 83263.3841742043, 77439.3061493313, -142.00196831326897, 169.25045833538758, 157.96542948621138]]","(1:1:12,)"
"[[-79885.75461354096, 84082.60326867596, 78252.27971764957, -141.61426971489695, 169.0494222181629, 157.9197570083664], [-79800.82418055377, 84109.63646588124, 78229.13329676236, -141.5533366316662, 169.80571131640193, 157.91975602112984]]","(1:1:12,)"
"[[-80593.82596211544, 84927.85037976677, 79041.8785026914, -141.1579813584474, 169.70356048604438, 157.87363579425497], [-80508.5908637121, 84958.66502246325, 79018.73207686801, -141.10272446413344, 170.37590839965452, 157.87360437231973]]","(1:1:12,)"
"[[-81299.61586890768, 85776.36818219698, 79831.24668166267, -140.69943532302028, 170.37171489254223, 157.8270285716263], [-81214.10448603277, 85810.54456446152, 79808.1000987296, -140.65077457240068, 170.95234901384183, 157.82697658290155]]","(1:1:12,)"
"[[-82003.11304552278, 86628.22675665969, 80620.3818245208, -140.23765463079351, 171.00429803069733, 157.77993807696913], [-81917.35835889477, 86665.30630953073, 80597.23498164411, -140.1960388955566, 171.49474189599067, 157.7798740892988]]","(1:1:12,)"
"[[-82704.30131867675, 87483.24824681318, 81409.28151490564, -139.77570836383921, 171.62942206750932, 157.73236933428598], [-82618.33855337255, 87522.78001901068, 81386.13435209061, -139.74111944952062, 172.03263283903033, 157.7322994723787]]","(1:1:12,)"
"[[-83403.17986049595, 88341.39535715073, 82197.94336157707, -139.31420067792965, 172.24060428852079, 157.68432537795996], [-83317.04415062016, 88382.94318320583, 82174.79584945251, -139.286318986334, 172.56278032198549, 157.6842543188878]]","(1:1:12,)"
"[[-84099.7508638856, 89202.59837859333, 82986.36498846687, -138.84795209607125, 172.74577704053505, 157.6358074587011], [-84013.47574555183, 89245.75708481576, 82963.21712104695, -138.82646153750207, 172.99999214005834, 157.63573932442475]]","(1:1:12,)"
"[[-84793.99062436595, 90066.327263796, 83774.54402576038, -138.38349457633947, 173.23195905728508, 157.5868198443819], [-84707.60805323934, 90110.75704551606, 83751.39581766908, -138.3676700155347, 173.42691840057844, 157.58675669385562]]","(1:1:12,)"
"[[-85485.90809724765, 90932.48705908243, 84562.47812498228, -137.92096564221282, 173.6988003102444, 157.53736426702162], [-85399.44640331701, 90977.89163751896, 84539.32960113836, -137.9100138982932, 173.84338532140833, 157.53730736480824]]","(1:1:12,)"
"[[-86175.51292545872, 91800.98106063365, 85350.1649463174, -137.45506085740885, 174.08236586661653, 157.4874404937378], [-86088.99647280847, 91847.108564126, 85327.0161379624, -137.44834069829318, 174.1862037466525, 157.487391293147]]","(1:1:12,)"
"[[-86862.78822974577, 92671.39288996674, 86137.60214878609, -136.99152940042288, 174.44676362055654, 157.43705197611612], [-86776.23817629994, 92718.03958285926, 86114.45309442814, -136.98824153219198, 174.5186349642875, 157.43701027765732]]","(1:1:12,)"
"[[-87547.74587674788, 93543.62670806953, 86924.78740866667, -136.53029116490126, 174.79441647307223, 157.38619939249182], [-87461.1793839609, 93590.6327576807, 86901.63814581643, -136.52967709548767, 174.8418927722593, 157.38616473118634]]","(1:1:12,)"
"[[-88230.3973325724, 94417.59879043489, 87711.71840562913, -136.04979147931053, 174.2679048129657, 157.33488147316274], [-88143.82776943834, 94464.84222154199, 87688.56896947236, -136.05098022177592, 174.28878498505736, 157.33485409324712]]","(1:1:12,)"
"[[-88910.64628996895, 95288.93831449971, 88498.39281299495, -135.57701405957167, 173.78678989090048, 157.28310107715689], [-88824.08267054723, 95336.28614646728, 88475.24323993859, -135.5794481862666, 173.7866610863481, 157.28307986840875]]","(1:1:12,)"
"[[-89588.5313602668, 96157.87226395421, 89284.80831838073, -135.11141465174734, 173.35439623267197, 157.2308582385449], [-89501.97991147856, 96205.21945189901, 89261.65863928063, -135.11460939504565, 173.33720020074165, 157.2308421494455]]","(1:1:12,)"
"[[-90264.08843352554, 97024.64424511757, 90070.96260957346, -134.51664777224082, 168.48431342588316, 157.17815112887274], [-90177.55295845379, 97071.90545290272, 90047.81285002787, -134.52112662991522, 168.48306518268274, 157.17814009855672]]","(1:1:12,)"
