blocks,axes
"[[318.9274823789948, 741.4110086847663, -976.737614224728, -1.4760611184536165, 3.9073175870958545, 0.006819424873590895], [405.30973153898145, 786.3764865205114, -999.8761394556309, -1.475618653837379, 3.90925411964223, 0.006673641787621553]]","(1:1:12,)"
"[[311.5471767867267, 760.9475966202456, -976.70351710036, -1.453266260226431, 3.629629839203842, 0.0075360756263126005], [397.9316382697946, 805.9227571187225, -999.8427712466928, -1.4529294040342222, 3.6314354054716516, 0.007334021716086098]]","(1:1:12,)"
"[[304.28084548559457, 779.0957458162648, -976.6658367222285, -1.4324056625272255, 3.3682204784217062, 0.00820212937971001], [390.6669912496235, 824.0799341460807, -999.8061011381124, -1.4321509112972304, 3.3695703041578735, 0.007969093507836098]]","(1:1:12,)"
"[[297.1188171729584, 795.9368482083732, -976.6248260753299, -1.413376875787008, 3.1234278539918394, 0.008829102363113121], [383.50623669313734, 840.9277856668701, -999.7662556705732, -1.4131779732117116, 3.1238327194363196, 0.008584614385692592]]","(1:1:12,)"
"[[290.0519327940234, 811.5539874783325, -976.5806805635143, -1.394439915244397, 2.8811208971298212, 0.009426707374547821], [376.44034682707877, 856.5469492640517, -999.7233325986447, -1.3943069453337698, 2.8813128674722237, 0.00918543985685048]]","(1:1:12,)"
"[[283.0797332178014, 825.9595919639816, -976.5335470266416, -1.3771923526001695, 2.6528705293240615, 0.010003982052402941], [369.46881210040993, 870.9535136014129, -999.6774053993604, -1.377105931439131, 2.652659090833854, 0.009776087848721995]]","(1:1:12,)"
"[[276.1937714548005, 839.2239446106018, -976.4835271163796, -1.361543390102515, 2.4390260172116154, 0.01056795060636762], [362.5832824432143, 884.2168090555821, -999.6285249601168, -1.3614823109804026, 2.4380501593032102, 0.010360069574401172]]","(1:1:12,)"
"[[269.3860545042879, 851.4190746966599, -976.4306873633477, -1.3461974554435792, 2.2349678372950983, 0.011123027544266749], [355.7758708883123, 896.4070598520981, -999.5767246122448, -1.3461692617734977, 2.2338362580802107, 0.010939591396079468]]","(1:1:12,)"
"[[262.65506722707005, 862.5939138831354, -976.3750722256264, -1.3322703037270955, 2.0426718048832444, 0.01167535407842052], [349.04502457944477, 907.5762411424992, -999.5220266552644, -1.3322621997249113, 2.0412778510977465, 0.01151772302824831]]","(1:1:12,)"
"[[255.99371570843456, 872.8072729075517, -976.3166954552343, -1.3196859432749042, 1.8624713104080892, 0.012228084474764003], [342.3837135808202, 917.7826303979879, -999.4644380401232, -1.3196832570938342, 1.8605451252879799, 0.012096040712241303]]","(1:1:12,)"
"[[249.39528599206005, 882.1196294595921, -976.2555550328605, -1.30750175455247, 1.6955402676609235, 0.012781741235872873], [335.78529729535103, 927.0853560244278, -999.4039578365621, -1.3075106907215297, 1.6935655113051695, 0.012674804807757711]]","(1:1:12,)"
"[[242.8577772192977, 890.5973307978968, -976.191646326681, -1.296473827972897, 1.53821008971108, 0.013340247837425673], [329.2477438417434, 935.5531835809537, -999.3405838125233, -1.2964876443273174, 1.536125978718217, 0.01325597616109257]]","(1:1:12,)"
"[[236.3754080794332, 898.2883812464522, -976.1249450874939, -1.2865412037288482, 1.3907797348929898, 0.013904279703456627], [322.7653056201068, 943.2338134745448, -999.2743039317178, -1.2865509150587893, 1.3883788712768959, 0.013839891592769951]]","(1:1:12,)"
"[[229.94270206078897, 905.2422799209172, -976.0554236889766, -1.277034533450561, 1.257630837539232, 0.014472156019049729], [316.3325510448129, 950.1757078309294, -999.205104473754, -1.2770448554533278, 1.2552812298788838, 0.014425709803882457]]","(1:1:12,)"
"[[223.55752939353616, 911.5304341086133, -975.9830629088814, -1.268447356290749, 1.1321546883221256, 0.015046499265449246], [309.94732676754626, 956.4521139803238, -999.1329759247345, -1.2684560381759975, 1.1298180885853606, 0.015014741143674662]]","(1:1:12,)"
"[[217.2152926120824, 917.191207550224, -975.9078304125542, -1.2607323868893983, 1.0146063257389857, 0.015626765383836186], [303.60504657666627, 962.1012044232506, -999.0579022190161, -1.2607346004337465, 1.0121192607727836, 0.015606712691408302]]","(1:1:12,)"
