blocks,axes
"[[222.80254006402347, 907.9872142280614, -976.6032192591903, -1.3018670250232112, 1.2041016902558765, 0.00820318136700981], [309.19246757301016, 952.9159101825409, -999.7514794369604, -1.3018774535723616, 1.2017240331392238, 0.008124955890236488]]","(1:1:12,)"
"[[216.29320493890742, 914.0077226793408, -976.5622033523553, -1.2935848876705471, 1.0826241447749112, 0.008783357513479455], [302.68308030514834, 958.924530348237, -999.7108546575092, -1.2935938214859328, 1.080275800019324, 0.008717064582889036]]","(1:1:12,)"
"[[209.8252805005547, 919.4208434032153, -976.5182865647879, -1.286148181716006, 0.9688353325320522, 0.009364647217969814], [296.21511119771867, 964.3259093483337, -999.6672693345948, -1.2861509801048183, 0.9663569329748757, 0.009309718175194824]]","(1:1:12,)"
"[[203.39453959197468, 924.2650200658755, -976.4714633286981, -1.279117632934641, 0.8687145683496442, 0.009945979331880793], [289.78435629719456, 969.157694013208, -999.6207207437188, -1.2791166538667003, 0.8663630225790281, 0.009902380201090862]]","(1:1:12,)"
"[[196.99895142730148, 928.6085929076238, -976.4217334320386, -1.2727786787463702, 0.7744117120875733, 0.01053028446113255], [283.3887730278611, 973.4895091261031, -999.5712088427134, -1.272774736687654, 0.7721597324004891, 0.010496515071847564]]","(1:1:12,)"
"[[190.63505803356963, 932.4806514680616, -976.369082009733, -1.2670969865353625, 0.6861296932358856, 0.01111756550584902], [277.0248993444228, 977.3503077881056, -999.5187262673542, -1.2670881706633077, 0.6838502660029719, 0.011092123345855898]]","(1:1:12,)"
"[[184.29957310089281, 935.911299934241, -976.3134941822037, -1.261779082046912, 0.6100807341599557, 0.011705856481726855], [270.6894584911063, 980.7695591181205, -999.4632656506249, -1.2617657527257204, 0.6079550502496068, 0.011688221139338373]]","(1:1:12,)"
"[[177.99067769065826, 938.9617036050408, -976.2549648997951, -1.256987740248872, 0.5385024030331337, 0.01229755592141386], [264.3806297274777, 983.8093343693685, -999.4048245449281, -1.2569724132040168, 0.5365084989580649, 0.012286006827025915]]","(1:1:12,)"
"[[171.7057389894139, 941.6542156202065, -976.193477120188, -1.2526979097960842, 0.4715551883961686, 0.012892186398783074], [258.0957676614576, 986.4918768641588, -999.343394510793, -1.2526803489022582, 0.4695921904524095, 0.012885240804313197]]","(1:1:12,)"
"[[165.44224944043347, 944.0119915621874, -976.1290161881941, -1.2487802739523732, 0.41404367272807596, 0.013487436775296418], [251.83236591694632, 988.8398378164209, -999.2789683067715, -1.2487527266043315, 0.41201431694903584, 0.013484766610431416]]","(1:1:12,)"
"[[159.1983480706716, 946.0822099258278, -976.0615790043177, -1.2452612122265931, 0.36013188216958003, 0.014085487242714382], [245.58860228392467, 990.899909401166, -999.2115444737193, -1.245229228452753, 0.3580457112622284, 0.014085673449822972]]","(1:1:12,)"
