blocks,axes
"[[-82735.10425982962, 88414.91959196747, 82151.64407483747, -136.44230675009513, 171.68814429344363, 157.68432486457934], [-82735.39662221292, 88410.52019295965, 82151.64621936165, -136.420297679406, 171.99715669746192, 157.68425408960528]]","(1:1:12,)"
"[[-83417.3157935801, 89273.36031343469, 82940.06569916038, -135.99457616610303, 172.15310426780607, 157.63580625973287], [-83417.49811060996, 89270.50597644696, 82940.06748980968, -135.97781177730008, 172.38645338650434, 157.6357387523398]]","(1:1:12,)"
"[[-84097.2886744106, 90134.12583477372, 83728.24473045905, -135.546911893924, 172.61560201723972, 157.5868175662079], [-84097.38716949646, 90132.43824337948, 83728.24618357138, -135.53495709607913, 172.782122938178, 157.58675558215916]]","(1:1:12,)"
"[[-84775.02323388023, 90997.20384485992, 84516.1788182901, -135.0994519234904, 173.07353047205007, 157.53736074367697], [-84775.06195497686, 90996.34885807037, 84516.17996148218, -135.09174588250997, 173.1831087325014, 157.53730563051786]]","(1:1:12,)"
"[[-85450.52049349768, 91862.57149722017, 85303.86562200848, -134.50729027052446, 173.55569332583704, 157.39231889962335], [-85450.52068438941, 91862.26440173287, 85303.86648963476, -134.56920787583007, 173.63825416350065, 157.43979355929523]]","(1:1:12,)"
"[[-86123.05694485031, 92730.34996384935, 86090.8272165066, -133.9549468180865, 174.09323779103806, 157.28641611034357], [-86123.36672376856, 92730.45567255038, 86091.06545743124, -134.06216973468926, 174.14308861562472, 157.36161391296463]]","(1:1:12,)"
"[[-86792.83167894074, 93600.81615280455, 86877.25929705832, -133.43328964046222, 174.69405640594056, 157.21348685583095], [-86793.677572442, 93601.1711156285, 86877.87352699606, -133.57004345607407, 174.68358246980517, 157.29969171232662]]","(1:1:12,)"
"[[-87459.99812714304, 94474.28643483426, 87663.32673133748, -132.74886064429376, 174.99618509285915, 156.92495918945252], [-87461.52778972237, 94474.58902797753, 87664.3719855577, -133.00813680303133, 175.06102154386886, 157.1296237363529]]","(1:1:12,)"
"[[-88123.74243036451, 95349.26736029855, 88447.95152728475, -132.14644527992496, 175.40385898050022, 156.72510490145916], [-88126.56847373753, 95349.89413569687, 88450.02010423946, -132.48662506858935, 175.49097576277154, 157.00368914441137]]","(1:1:12,)"
"[[-88784.47465676413, 96226.28665520105, 89231.57705179205, -131.60862775659515, 175.89386814664064, 156.59393182061797], [-88789.00159908047, 96227.34901451074, 89235.03854996152, -131.99679771420733, 175.96181725760312, 156.91189065357523]]","(1:1:12,)"
"[[-89442.5177955471, 97105.75599593426, 90014.54671089514, -130.88343442805186, 176.11729376187802, 156.27574298255203], [-89448.9855876515, 97107.15810079876, 90019.5980032294, -131.4136677832144, 176.2975213543159, 156.7261016751236]]","(1:1:12,)"
