blocks,axes
"[[0.002919303167065628, -0.041383475450131164, 3.420256078649941e-6], [0.0026818808159704962, -0.04289055807760176, 1.7101281239872997e-6]]","(1:1:6,)"
"[[0.0035555852808533237, -0.04928203995719788, 3.444610320867981e-6], [0.003400996723060752, -0.05083741723118833, 1.7223054244132214e-6]]","(1:1:6,)"
"[[0.003238636866728375, -0.05143656002695114, 3.94377079019315e-6], [0.0031523686539388254, -0.05191994578010262, 1.971885627336906e-6]]","(1:1:6,)"
"[[0.0029440612695559583, -0.052898568428718644, 4.35902912213811e-6], [0.0029149227330231005, -0.05265590865563902, 2.179514762191833e-6]]","(1:1:6,)"
"[[0.003617439746052848, -0.05774798069765661, 4.3346186816970025e-6], [0.0036295515274299747, -0.058259838908123654, 2.167309486311672e-6]]","(1:1:6,)"
"[[0.0033738498251929473, -0.05952956392580952, 4.757570624359032e-6], [0.0034066263348037735, -0.05915654048584976, 2.3787854313894007e-6]]","(1:1:6,)"
"[[0.003135950471396938, -0.0606302290233967, 5.08002070216289e-6], [0.0031865416467446494, -0.05971243543549189, 2.5400104456117597e-6]]","(1:1:6,)"
"[[0.00382006585911257, -0.06319831881532942, 4.958113490973565e-6], [0.0038868733659633754, -0.06350278627227504, 2.479056976503891e-6]]","(1:1:6,)"
"[[0.0036159381704833383, -0.0648883999692175, 5.279011326993543e-6], [0.0036750144552802335, -0.06435424317832746, 2.6395058589165093e-6]]","(1:1:6,)"
"[[0.003403154811077996, -0.06589718770600261, 5.504040548502141e-6], [0.003458822520777138, -0.06486467603386016, 2.7520204387326885e-6]]","(1:1:6,)"
