blocks,axes
"[[503.81253538682313, 192.09696414740912, -997.8039305729963, -3.2521073852242623, 8.497306763928295, -0.022976042959678408], [503.83919344109034, 192.05908926433733, -998.2717104211883, -3.251338503043732, 8.496183398262161, -0.02194063666414868]]","(1:1:12,)"
"[[487.55199846070184, 234.5834979670506, -997.9188107877947, -3.2216108368465237, 8.507907938942065, -0.029879164148265937], [487.58250092587167, 234.54000625564814, -998.3814136045091, -3.2241087302809466, 8.511450816642443, -0.024871534752995937]]","(1:1:12,)"
"[[471.4439442764692, 277.1230376617609, -998.068206608536, -3.187217514831088, 8.511162420695834, -0.042793444483472505], [471.46195727446695, 277.09726033886034, -998.5057712782741, -3.197990979531298, 8.527346064856651, -0.030788099063066565]]","(1:1:12,)"
"[[455.50785670231375, 319.6788497652401, -998.2821738309534, -3.1546838669738806, 8.517540212510042, -0.05230890836956714], [455.47200237681045, 319.7339906631436, -998.6597117735894, -3.1712215649807227, 8.542599457457772, -0.03501816518092071]]","(1:1:12,)"
"[[439.73443736744434, 362.2665508277903, -998.5437183728012, -3.123822124175585, 8.526681441099294, -0.05897551079107677], [439.6158945519068, 362.44698795043246, -998.834802599494, -3.143721633645824, 8.557020373983063, -0.03783675785489429]]","(1:1:12,)"
"[[424.11532674656644, 404.8999580332868, -998.8385959267566, -3.0853710428730934, 8.228161602497275, -0.049568166322500606], [423.8972863836777, 405.23208982034777, -999.0239863887684, -3.096422392234224, 8.250836764214853, -0.03266495152851304]]","(1:1:12,)"
"[[408.688471532201, 446.0407660457732, -999.0864367583691, -3.047171201277785, 7.945448750685304, -0.04100276047340779], [408.41517442250654, 446.48627364142203, -999.187311146411, -3.051148712984577, 7.9612790436574885, -0.027923701696912946]]","(1:1:12,)"
"[[393.45261552581206, 485.7680097991997, -999.2914505607362, -3.009452978648119, 7.679099563163118, -0.033405427358655426], [393.15943085758363, 486.29266885970947, -999.3269296548956, -3.0079551419750192, 7.688636597970505, -0.023676086941216565]]","(1:1:12,)"
"[[378.40535063257147, 524.1635076150153, -999.4584776975295, -2.9750151186080065, 7.317664167077543, -0.026772170570301165], [378.11965514770856, 524.735851849562, -999.4453100896017, -2.97149200969034, 7.329746210001377, -0.019908999182414306]]","(1:1:12,)"
"[[363.53027503953143, 560.751828450403, -999.592338550381, -2.94148857378372, 6.973067173675404, -0.02114843102094989], [363.26219509925687, 561.3845828995688, -999.5448550855137, -2.936676331390909, 6.987382555749263, -0.016656359218730106]]","(1:1:12,)"
"[[348.82283217061286, 595.6171643187799, -999.6980807054857, -2.9090892149246597, 6.646102365612641, -0.016474880093315214], [348.5788134423023, 596.3214956783152, -999.6281368816074, -2.9035598728794816, 6.661948471309486, -0.01388850447300316]]","(1:1:12,)"
"[[334.2773860959896, 628.8476761468431, -999.7804551059523, -2.8719412208911406, 6.25434035266546, -0.012616872094805201], [334.0610140779049, 629.6312380348626, -999.6975794039723, -2.8657540737174685, 6.263319538584204, -0.011529333736840296]]","(1:1:12,)"
"[[319.9176799915339, 660.1193779101704, -999.8435394664264, -2.8369714619964186, 5.88263913404698, -0.009533861243384721], [319.7322437093175, 660.9478357277836, -999.7552260726566, -2.8305627459068545, 5.885971838930945, -0.009567288974024368]]","(1:1:12,)"
"[[305.7328226815518, 689.5325735804054, -999.8912087726433, -2.8042694077457306, 5.5320450978064875, -0.0071154697827433295], [305.57942997978324, 690.3776949224383, -999.8030625175267, -2.797952835928438, 5.530436477998661, -0.007947182918268063]]","(1:1:12,)"
"[[291.71147564282313, 717.1927990694378, -999.926786121557, -2.771900893580964, 5.157285241475903, -0.00521841292782881], [291.58966580014106, 718.0298773124316, -999.842798432118, -2.7662789021796885, 5.152169933744915, -0.006590077248030456]]","(1:1:12,)"
"[[277.85197117491833, 742.9792252768173, -999.9528781861961, -2.7420187466454795, 4.8024192894532245, -0.0037835843056188093], [277.7582712892426, 743.7907269811562, -999.8757488183581, -2.737151915890762, 4.794656769304704, -0.005474381107707778]]","(1:1:12,)"
"[[264.14187744169095, 766.9913217240834, -999.9717961077242, -2.714599092484431, 4.468474357370479, -0.0027145784225825085], [264.0725117097888, 767.7640108276797, -999.9031207238967, -2.710485297684275, 4.458417078231998, -0.004551893230853423]]","(1:1:12,)"
"[[250.5688819792688, 789.3336935109357, -999.9853689998372, -2.6871659099016956, 4.131946139094656, -0.0019110565578561829], [250.52008522136742, 790.0560962188397, -999.925880190051, -2.683823282369759, 4.121394483414473, -0.0037706324924006033]]","(1:1:12,)"
"[[237.13305242976034, 809.993424206409, -999.9949242826265, -2.662186948977028, 3.8139744438553365, -0.0013203703618891928], [237.10096880951863, 810.663068635912, -999.944733352513, -2.6595433911267525, 3.8032291670400196, -0.0031063158989771225]]","(1:1:12,)"
"[[223.8221176848752, 829.0632964256857, -1000.001526134436, -2.6395712301240057, 3.5154090466926236, -0.000879783295833689], [223.80325185388486, 829.6792144711121, -999.9602649320079, -2.6375339862169818, 3.5043518072243987, -0.0025275764883237713]]","(1:1:12,)"
"[[210.62426153425517, 846.6403416591488, -1000.0059250509152, -2.617398398595509, 3.2268816857170943, -0.000533106939066059], [210.61558192279995, 847.2009735072342, -999.9729028144495, -2.615921595781864, 3.2166217178931613, -0.0020066667919914115]]","(1:1:12,)"
"[[197.53726954127762, 862.7747500877343, -1000.0085905856105, -2.597398232458762, 2.9547720919710114, -0.0002467363873911884], [197.53597394389064, 863.2840820967, -999.9829361484095, -2.5963807979109808, 2.9452774751960265, -0.001526370945217267]]","(1:1:12,)"
"[[184.55027837898382, 877.5486105475894, -1000.0098242675474, -2.579456781688351, 2.699728179067841, 1.1395836696026843e-5], [184.55406995433574, 878.0104694726801, -999.9905680031356, -2.5787981623878014, 2.6906479762445, -0.0010706563282029923]]","(1:1:12,)"
"[[171.65299447054207, 891.0472514429287, -1000.009767288364, -2.5621238359664185, 2.4611201163961227, 0.00026623455222822074], [171.66007914239674, 891.4637093539027, -999.9959212847766, -2.5617760671568606, 2.4531272071313235, -0.0006274342167982998]]","(1:1:12,)"
"[[158.84237529070998, 903.3528520249092, -1000.0084361156028, -2.5465877888267694, 2.2364121822842935, 0.0005334727348575815], [158.85119880661244, 903.7293453895593, -999.9990584558606, -2.546468346426038, 2.2293341977391146, -0.00018828517623418418]]","(1:1:12,)"
